smiles,inchikey,tm_k,source
CC(C)(C)C(=O)CC#N,MXZMACXOMZKYHJ-UHFFFAOYSA-N,341.15,bradley
CCc1cc2cc(OC)c(OC)cc2c(Cc2ccccc2)n1,MYCMTMIGRXJNSO-UHFFFAOYSA-N,351.15,bradley
CCCCCCCCCCBr,MYMSJFSOOQERIO-UHFFFAOYSA-N,243.15,bradley
S=C=Nc1ccc(Cl)cc1,MZZVFXMTZTVUFO-UHFFFAOYSA-N,318.15,bradley
NCCCCCCN,NAQMVNRVTILPCV-UHFFFAOYSA-N,312.15,bradley
Nc1c(Cl)cc(Cl)cc1Cl,NATVSFWWYVJTAZ-UHFFFAOYSA-N,347.15,bradley
COc1ccc(OC)c(N)c1,NAZDVUBIEPVUKE-UHFFFAOYSA-N,353.15,bradley
CCC=O,NBBJYMSMWIIQGU-UHFFFAOYSA-N,192.15,bradley
CCCOC(=O)c1ccc(N)cc1,NBFQYHKHPBMJJV-UHFFFAOYSA-N,347.15,bradley
Cc1ccnc(-c2cc(C)ccn2)c1,NBPGPQJFYXNFKN-UHFFFAOYSA-N,447.15,bradley
CC(C)(C)Cl,NBRKLOOSMBRFMH-UHFFFAOYSA-N,247.15,bradley
CF,NBVXSUQYWXRMNV-UHFFFAOYSA-N,129.85,bradley
Cc1ccc2cccc(O)c2n1,NBYLBWHHTUWMER-UHFFFAOYSA-N,345.15,bradley
COc1cccc(N)c1,NCBZRJODKRCREW-UHFFFAOYSA-N,273.15,bradley
CNC(=O)c1ccccc1,NCCHARWOCKOHIH-UHFFFAOYSA-N,352.15,bradley
Oc1ccc(Cl)cc1Cc1ccccc1,NCKMMSIFQUPKCK-UHFFFAOYSA-N,321.15,bradley
Oc1cccc(Nc2ccccc2)c1,NDACNGSDAFKTGE-UHFFFAOYSA-N,354.65,bradley
CCCCCCCCCCCCCCCCC,NDJKXXJCMXVBJW-UHFFFAOYSA-N,294.15,bradley
O=Cc1ccccc1Br,NDOPHXWIAZIXPR-UHFFFAOYSA-N,295.15,bradley
N#CC(c1ccccc1)c1ccccc1,NEBPTMCRLHKPOB-UHFFFAOYSA-N,347.15,bradley
CC#CCO,NEEDEQSZOUAJMU-UHFFFAOYSA-N,270.95,bradley
CCl,NEHMKBQYUWJMIP-UHFFFAOYSA-N,176.15,bradley
C[Si](C)(C)[Si](C)(C)C,NEXSMEBSBIABKL-UHFFFAOYSA-N,285.15,bradley
CCC1CCC1,NEZRFXZYPAIZAD-UHFFFAOYSA-N,130.15,bradley
O=C1c2ccccc2C(=O)C1c1ccccc1,NFBAXHOPROOJAW-UHFFFAOYSA-N,422.65,bradley
c1ccc2c(c1)Oc1ccccc1O2,NFBOHOGPQUYFRF-UHFFFAOYSA-N,395.65,bradley
Nc1ccccc1Nc1ccccc1,NFCPRRWCTNLGSN-UHFFFAOYSA-N,352.15,bradley
CC(Cc1ccccc1)NC(C#N)c1ccccc1,NFHVTCJKAHYEQN-UHFFFAOYSA-N,358.15,bradley
Fc1ccc(N=C=S)cc1,NFIUJHJMCQQYDL-UHFFFAOYSA-N,299.15,bradley
CCCCC(=O)CC,NGAZZOYFWWSOGK-UHFFFAOYSA-N,234.15,bradley
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,NGBFQHCMQULJNZ-UHFFFAOYSA-N,436.15,bradley
CCCCCCCC(C)O,NGDNVOAEIVQRFH-UHFFFAOYSA-N,238.15,bradley
O=C(/C=C/c1ccccc1)OCc1ccccc1,NGHOLYJTSCBCGC-VAWYXSNFSA-N,308.15,bradley
COc1cc(/C=C/C(=O)c2ccccc2O)ccc1O,NGQQEEYHKPKSER-SOFGYWHQSA-N,401.15,bradley
CCN(CC)c1ccc(Br)cc1,NGYMZFJVHHKJQR-UHFFFAOYSA-N,307.15,bradley
Clc1ccc(Br)cc1,NHDODQWIKUYWMW-UHFFFAOYSA-N,340.15,bradley
Cc1cc(C(=O)O)ccc1N,NHFKECPTBZZFBC-UHFFFAOYSA-N,443.15,bradley
CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],NHGXDBSUJJNIRV-UHFFFAOYSA-M,344.0,des
C=CCC1CCCC1,NHIDGVQVYHCGEK-UHFFFAOYSA-N,162.15,bradley
CC1=NNC(=O)C1,NHLAPJMCARJFOG-UHFFFAOYSA-N,495.15,bradley
NC(=O)c1ccccc1Br,NHNAEZDWNCRWRW-UHFFFAOYSA-N,433.15,bradley
CC(C)CC(C)(C)C,NHTMVDHEPJAVLT-UHFFFAOYSA-N,166.15,bradley
N#Cc1ccccc1Cl,NHWQMJMIYICNBP-UHFFFAOYSA-N,318.15,bradley
CCOC(=O)c1ccco1,NHXSTXWKZVAVOQ-UHFFFAOYSA-N,307.15,bradley
Cc1ccc(S)c(S)c1,NIAAGQAEVGMHPM-UHFFFAOYSA-N,304.15,bradley
BrCCCOc1ccccc1,NIDWUZTTXGJFNN-UHFFFAOYSA-N,283.15,bradley
O=Cc1ccc(I)cc1,NIEBHDXUIJSHSL-UHFFFAOYSA-N,350.15,bradley
c1ccc2c(c1)Cc1ccccc1-2,NIHNNTQXNPWCJQ-UHFFFAOYSA-N,389.15,bradley
CCC/C=C/C(=O)O,NIONDZDPPYHYKY-SNAWJCMRSA-N,306.15,bradley
COc1ccc([N+](=O)[O-])cc1N,NIPDVSLAMPAWTP-UHFFFAOYSA-N,391.15,bradley
COC(=O)c1ccccc1C(=O)OC,NIQCNGHVCWTJSM-UHFFFAOYSA-N,275.15,bradley
NC1CCCC1,NISGSNTVMOOSJQ-UHFFFAOYSA-N,188.15,bradley
COc1ccc(Br)c(OC)c1,NIUZVSQOXJIHBL-UHFFFAOYSA-N,299.15,bradley
C=CC(=O)O,NIXOWILDQLNWCW-UHFFFAOYSA-N,286.15,bradley
CC(C)CNCC(C)C,NJBCRXCAPCODGX-UHFFFAOYSA-N,196.15,bradley
Cc1ccc(C(=O)O)c(O)c1,NJESAXZANHETJV-UHFFFAOYSA-N,451.15,bradley
CC12CCC(C(Br)C1=O)C2(C)C,NJQADTYRAYFBJN-UHFFFAOYSA-N,349.15,bradley
O=C(O)CC(S)C(=O)O,NJRXVEJTAYWCQJ-UHFFFAOYSA-N,425.15,bradley
Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,NJWGQARXZDRHCD-UHFFFAOYSA-N,445.15,bradley
N#Cc1cccc(N)c1,NJXPYZHXZZCTNI-UHFFFAOYSA-N,325.15,bradley
O=C(O)c1ccc(F)cc1F,NJYBIFYEWYWYAN-UHFFFAOYSA-N,461.15,bradley
C[N+](C)(C)CC(=O)[O-].O,NJZRLXNBGZBREL-UHFFFAOYSA-N,514.15,des
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,NKANXQFJJICGDU-UHFFFAOYSA-N,369.15,bradley
O=C(O)c1cc(Cl)ccc1O,NKBASRXWGAGQDP-UHFFFAOYSA-N,444.15,bradley
OC(COc1ccccc1)COc1ccccc1,NKCVHIPHZCIEFC-UHFFFAOYSA-N,355.15,bradley
COCOC,NKDDWNXOKDWJAK-UHFFFAOYSA-N,168.15,bradley
N#Cc1ccc([N+](=O)[O-])cc1,NKJIFDNZPGLLSH-UHFFFAOYSA-N,422.15,bradley
Cc1n[nH]c(=S)[nH]c1=O,NKOPQOSBROLOFP-UHFFFAOYSA-N,493.15,bradley
CC#CCC,NKTDTMONXHODTI-UHFFFAOYSA-N,164.15,bradley
Cc1ccc(C)c(O)c1,NKTOLZVEWDHZMU-UHFFFAOYSA-N,349.15,bradley
N#CC(C#N)=C(C#N)C#N,NLDYACGHTUPAQU-UHFFFAOYSA-N,471.15,bradley
COC(=O)CS(=O)(=O)c1ccccc1,NLEAIFBNKPYTGN-UHFFFAOYSA-N,303.15,bradley
Cc1csc(S)n1,NLHAIPFBNQZTMY-UHFFFAOYSA-N,361.15,bradley
C=CC#N,NLHHRLWOUZZQLW-UHFFFAOYSA-N,189.15,bradley
Oc1cccc2[nH]ccc12,NLMQHXUGJIAKTH-UHFFFAOYSA-N,371.15,bradley
CC(=O)c1ccc(C#N)cc1,NLPHXWGWBKZSJC-UHFFFAOYSA-N,331.15,bradley
O=Nc1ccccc1,NLRKCXQQSUWLCH-UHFFFAOYSA-N,338.15,bradley
O[Si](c1ccccc1)(c1ccccc1)c1ccccc1,NLSXASIDNWDYMI-UHFFFAOYSA-N,425.15,bradley
COc1ccccc1-c1ccccc1,NLWCWEGVNJVLAX-UHFFFAOYSA-N,303.15,bradley
[Cl-].[NH4+],NLXLAEXVIDQMFP-UHFFFAOYSA-N,632.2,des
Nc1ccccc1Oc1ccccc1,NMFFUUFPJJOWHK-UHFFFAOYSA-N,320.15,bradley
O=C(O)CCc1ccc(O)cc1,NMHMNPHRMNGLLB-UHFFFAOYSA-N,402.15,bradley
CCCCOC=O,NMJJFJNHVMGPGM-UHFFFAOYSA-N,181.15,bradley
O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,NMWKWBPNKPGATC-UHFFFAOYSA-N,481.15,bradley
Clc1cccc(-c2ccccc2)c1,NMWSKOLWZZWHPL-UHFFFAOYSA-N,291.15,bradley
C1CC[C@H]2CCCC[C@H]2C1,NNBZCPXTIHJBJL-AOOOYVTPSA-N,230.15,bradley
C1CC[C@H]2CCCC[C@@H]2C1,NNBZCPXTIHJBJL-MGCOHNPYSA-N,241.15,bradley
O=C(O)c1ccc(-c2ccccc2)cc1,NNJMFJSKMRYHSR-UHFFFAOYSA-N,498.15,bradley
CCN(CC)CC(=O)Nc1c(C)cccc1C,NNJVILVZKWQKPM-UHFFFAOYSA-N,341.15,des
COP(N)(=O)SC,NNKVPIKMPCQWCG-UHFFFAOYSA-N,318.15,bradley
O=Cc1ccc(CO)o1,NOEGNKMFWQHSLB-UHFFFAOYSA-N,307.15,bradley
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,NOIIUHRQUVNIDD-UHFFFAOYSA-N,424.75,bradley
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,NOOLISFMXDJSKH-KXUCPTDWSA-N,315.592,des
CC1CCC(C(C)C)C(O)C1,NOOLISFMXDJSKH-UHFFFAOYSA-N,311.95,des
CCCCCCCCCCCCCCCCCCCCCCO,NOPFSRXAKWQILS-UHFFFAOYSA-N,343.15,bradley
CC(C)(C)C1=CC(=O)C(=O)C(C(C)(C)C)=C1,NOUZOVBGCDDMSX-UHFFFAOYSA-N,386.65,bradley
Cc1ccc(Cl)cc1,NPDACUSDTOMAMK-UHFFFAOYSA-N,280.65,bradley
Cc1cccc(-c2ccccc2)c1,NPDIDUXTRAITDE-UHFFFAOYSA-N,278.15,bradley
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,NPOJQCVWMSKXDN-UHFFFAOYSA-N,430.15,bradley
CCCC(C)(COC(N)=O)COC(N)=O,NPPQSCRMBWNHMW-UHFFFAOYSA-N,378.15,bradley
COC(=O)c1cccc(I)c1,NPXOIGSBRLCOSD-UHFFFAOYSA-N,327.15,bradley
CCCCC(=O)O,NQPDZGIKBAWPEJ-UHFFFAOYSA-N,238.65,des
CC(=O)Nc1ccc([N+](=O)[O-])cc1,NQRLPDFELNCFHW-UHFFFAOYSA-N,488.15,bradley
C1CCNCC1,NQRYJNQNLNOLGT-UHFFFAOYSA-N,262.15,bradley
O=C1CCC(=O)N1O,NQTADLQHYWFPDB-UHFFFAOYSA-N,369.65,bradley
Cc1ccc(C(=O)Cl)cc1,NQUVCRCCRXRJCK-UHFFFAOYSA-N,271.15,bradley
Cc1ccc([N+](=O)[O-])c(O)c1,NQXUSSVLFOBRSE-UHFFFAOYSA-N,328.15,bradley
CCc1ccccn1,NRGGMCIBEHEAIL-UHFFFAOYSA-N,210.15,bradley
NC(=O)C(F)(F)F,NRKYWOKHZRQRJR-UHFFFAOYSA-N,348.0,des
CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,NRPKURNSADTHLJ-UHFFFAOYSA-N,372.15,bradley
CC(=O)Nc1c(C)cccc1C,NRPTXWYBRKRZES-UHFFFAOYSA-N,454.15,bradley
O=Cc1cc2c(cc1[N+](=O)[O-])OCO2,NRZWECORTTWSEF-UHFFFAOYSA-N,368.15,bradley
FC(F)(F)CC(F)(F)F,NSGXIBWMJZWTPY-UHFFFAOYSA-N,175.15,bradley
Cc1ccccc1B(O)O,NSJVYHOPHZMZPN-UHFFFAOYSA-N,436.15,bradley
CC1CNC(C)CN1,NSMWYRLQHIXVAP-UHFFFAOYSA-N,387.15,bradley
O=C(O)c1ccccc1F,NSTREUWFTAOOKS-UHFFFAOYSA-N,397.15,bradley
Nc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)c([N+](=O)[O-])c1,NSVAVOSVRIFNMF-UHFFFAOYSA-N,471.15,bradley
CC(C)c1ncc([N+](=O)[O-])n1C,NTAFJUSDNOSFFY-UHFFFAOYSA-N,334.15,bradley
Fc1c(I)c(F)c(I)c(F)c1I,NTAZOPPTLZSXQH-UHFFFAOYSA-N,428.65,des
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,NTBYINQTYWZXLH-UHFFFAOYSA-N,314.45,bradley
O=Cc1c(O)ccc2ccccc12,NTCCNERMXRIPTR-UHFFFAOYSA-N,352.15,bradley
CC(=O)CC(C)C,NTIZESTWPVYFNL-UHFFFAOYSA-N,193.15,bradley
COc1ccc(C(C)=O)cc1,NTPLXRHDUXRPNE-UHFFFAOYSA-N,311.15,bradley
CCCCCCCCC(=O)Cl,NTQYXUJLILNTFH-UHFFFAOYSA-N,212.15,bradley
CCc1ccc(C)nc1,NTSLROIKFLNUIJ-UHFFFAOYSA-N,202.15,bradley
Cc1c(C2(c3cc(C(C)C)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(C(C)C)c(O)c1Br,NUHCTOLBWMJMLX-UHFFFAOYSA-N,473.15,bradley
Cc1cc(-c2ccc(N)c(C)c2)ccc1N,NUIURNJTPRWVAP-UHFFFAOYSA-N,403.15,bradley
Nc1ccncc1,NUKYPUAOHBNCPY-UHFFFAOYSA-N,432.15,bradley
C[N+](C)(CCO)Cc1ccccc1.[Cl-],NUPDFKWZQURWCC-UHFFFAOYSA-M,351.42,des
CCOC(=O)c1ccc(O)cc1,NUVBSKCKDOMJSU-UHFFFAOYSA-N,389.15,bradley
CCC(C)(O)C#CC(C)(O)CC,NUYADIDKTLPDGG-UHFFFAOYSA-N,327.15,bradley
O=C1c2c(O)cccc2Cc2cccc(O)c21,NUZWLKWWNNJHPT-UHFFFAOYSA-N,454.15,bradley
CCCOCC,NVJUHMXYKCUMQA-UHFFFAOYSA-N,146.15,bradley
O=C(O)CCCCCBr,NVRVNSHHLPQGCU-UHFFFAOYSA-N,307.15,bradley
C=Cc1ccccc1C,NVZWEEGUWXZOKI-UHFFFAOYSA-N,204.15,bradley
Cc1cc(O)c2ccccc2n1,NWINIEGDLHHNLH-UHFFFAOYSA-N,508.15,bradley
CCOc1ccc([N+](=O)[O-])cc1,NWPKEYHUZKMWKJ-UHFFFAOYSA-N,331.15,bradley
O=[N+]([O-])c1cc(Cl)ccc1O,NWSIFTLPLKCTSX-UHFFFAOYSA-N,360.15,bradley
COc1ccc(O)cc1,NWVVVBRKAWDGAB-UHFFFAOYSA-N,329.15,bradley
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,NWXMGUDVXFXRIG-WESIUVDSSA-N,444.15,des
O=[N+]([O-])c1ccccc1SSc1ccccc1[N+](=O)[O-],NXCKJENHTITELM-UHFFFAOYSA-N,467.15,bradley
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,NXFQHRVNIOXGAQ-YCRREMRBSA-N,541.15,bradley
O=[N+]([O-])c1ccc(N=C=S)cc1,NXHSSIGRWJENBH-UHFFFAOYSA-N,381.15,bradley
COc1cc(OC)c2ccc(=O)oc2c1,NXJCRELRQHZBQA-UHFFFAOYSA-N,421.15,bradley
O=C(Cl)Oc1ccc([N+](=O)[O-])cc1,NXLNNXIXOYSCMB-UHFFFAOYSA-N,351.15,bradley
Cc1cccc2c1ccc1cc(C(C)C)ccc12,NXLOLUFNDSBYTP-UHFFFAOYSA-N,372.15,bradley
O=C(O)c1cccc(Oc2ccccc2)c1,NXTDJHZGHOFSQG-UHFFFAOYSA-N,421.15,bradley
O=C(Cl)c1cccc([N+](=O)[O-])c1,NXTNASSYJUXJDV-UHFFFAOYSA-N,306.15,bradley
Cc1cccc(C)c1O,NXXYKOUNUYWIHA-UHFFFAOYSA-N,322.15,bradley
Ic1ccc(-c2ccccc2)cc1,NXYICUMSYKIABQ-UHFFFAOYSA-N,385.15,bradley
Brc1cccnc1,NYPYPOZNGOXYSU-UHFFFAOYSA-N,246.15,bradley
O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],NYTOUQBROMCLBJ-UHFFFAOYSA-N,287.15,bradley
O=C(Cl)c1ccccc1Br,NZCKTGCKFJDGFD-UHFFFAOYSA-N,283.15,bradley
BrC(c1ccccc1)(c1ccccc1)c1ccccc1,NZHXEWZGTQSYJM-UHFFFAOYSA-N,426.15,bradley
O=C(O)C1CCCCC1,NZNMSOFKMUBTKW-UHFFFAOYSA-N,299.4,des
ICI,NZZFYRREKKOMAT-UHFFFAOYSA-N,278.15,bradley
O=C(O)C(F)(F)Cl,OAWAZQITIZDJRB-UHFFFAOYSA-N,295.15,bradley
CC1CCC(C)(C)C1,OBKHYUIZSOIEPG-UHFFFAOYSA-N,131.15,bradley
O=C(O)CCCc1ccccc1,OBKXEAXTFZPCHS-UHFFFAOYSA-N,321.15,des
CCCC(=O)OCC,OBNCKNCVKJNDBV-UHFFFAOYSA-N,180.15,bradley
O=S(=O)(F)F,OBTWBSRJZRCYQV-UHFFFAOYSA-N,137.35,bradley
Clc1ccc(Cl)cc1,OCJBOOLMMGQPQU-UHFFFAOYSA-N,328.15,bradley
CCCCc1ccccc1,OCKPCBLVNKHBMX-UHFFFAOYSA-N,185.15,bradley
O=C(CCC(=O)OCc1ccccc1)OCc1ccccc1,ODBOBZHTGBGYCK-UHFFFAOYSA-N,318.15,bradley
CCNc1nc(Cl)nc(NCC)n1,ODCWYMIRDDJXKW-UHFFFAOYSA-N,501.15,bradley
CC(C(=O)O)(c1ccccc1)c1ccccc1,ODELFXJUOVNEFZ-UHFFFAOYSA-N,446.15,bradley
CC(C)CC(C)C(C)C,ODGLTLJZCVNPBU-UHFFFAOYSA-N,145.15,bradley
O=C1CC[C@@H](C(=O)O)N1,ODHCTXKNWHHXJC-VKHMYHEASA-N,434.65,bradley
NC(=O)c1cccc(Br)c1,ODJFDWIECLJWSR-UHFFFAOYSA-N,428.15,bradley
O=C(O)CCSCCC(=O)O,ODJQKYXPKWQWNK-UHFFFAOYSA-N,404.15,bradley
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,ODKNJVUHOIMIIZ-RRKCRQDMSA-N,423.65,bradley
NC(N)=NCCC[C@H](N)C(=O)O,ODKSFYDXXFIFQN-BYPYZUCNSA-N,517.15,des
CCCc1ccccc1,ODLMAHJVESYWTB-UHFFFAOYSA-N,174.15,bradley
CCOC=C(C#N)C#N,OEICGMPRFOJHKO-UHFFFAOYSA-N,338.15,bradley
OCCCCCCCCO,OEIJHBUUFURJLI-UHFFFAOYSA-N,333.15,bradley
CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,OENHQHLEOONYIE-UHFFFAOYSA-N,451.15,bradley
CCCCC,OFBQJSOFQDEBGM-UHFFFAOYSA-N,143.15,bradley
O=S(=O)(c1ccccc1)c1ccc(Cl)cc1,OFCFYWOKHPOXKF-UHFFFAOYSA-N,365.15,bradley
O=C(O)c1cc2ccccc2o1,OFFSPAZVIVZPHU-UHFFFAOYSA-N,467.15,bradley
CC(=O)NN,OFLXLNCGODUUOT-UHFFFAOYSA-N,337.15,bradley
O=C(O)CC(=O)O,OFOBLEOULBTSOW-UHFFFAOYSA-N,407.46,des
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,OFPXSFXSNFPTHF-UHFFFAOYSA-N,434.15,bradley
O=C(Cl)c1ccco1,OFTKFKYVSBNYEC-UHFFFAOYSA-N,272.15,bradley
Clc1ccc2ccccc2n1,OFUFXTHGZWIDDB-UHFFFAOYSA-N,309.15,bradley
N#Cc1cccc(C(F)(F)F)c1,OGOBINRVCUWLGN-UHFFFAOYSA-N,289.15,bradley
Cc1cc(C)c(C)c(O)c1,OGRAOKJKVGDSFR-UHFFFAOYSA-N,367.15,bradley
COc1ccc(OC)cc1,OHBQPCCCRFSCAX-UHFFFAOYSA-N,331.15,bradley
CNC(C)=O,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,300.15,bradley
O=C(c1ccccc1)c1ccc(C(F)(F)F)cc1,OHTYZZYAMUVKQS-UHFFFAOYSA-N,391.15,bradley
c1csc(-c2cccs2)c1,OHZAHWOAMVVGEL-UHFFFAOYSA-N,305.15,bradley
c1ccc(-c2ccccc2-c2ccccc2)cc1,OIAQMFOKAXHPNH-UHFFFAOYSA-N,330.15,bradley
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,OIGNJSKKLXVSLS-VWUMJDOOSA-N,513.15,bradley
CC(C)c1ccc(CO)cc1,OIGWAXDAPKFNCQ-UHFFFAOYSA-N,300.15,bradley
O=C1CCCCC1=O,OILAIQUEIWYQPH-UHFFFAOYSA-N,310.15,bradley
Cc1cc(O)cc(O)c1,OIPPWFOQEKKFEE-UHFFFAOYSA-N,380.15,bradley
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,OIRDTQYFTABQOQ-KQYNXXCUSA-N,507.15,bradley
Brc1ccccc1I,OIRHKGBNGGSCGS-UHFFFAOYSA-N,283.15,bradley
Cc1cccc(C)n1,OISVCGZHLKNMSJ-UHFFFAOYSA-N,267.15,bradley
CCNc1ccccc1,OJGMBLNIHDZDGS-UHFFFAOYSA-N,209.15,bradley
CCCOC1CCC2(C)C(CC(=O)C3C2CCC2(C)C(OCCC)CCC32)C1,OJJJKBMUNCORJA-UHFFFAOYSA-N,434.15,bradley
CC(=O)CCC(C)=O,OJVAMHKKJGICOG-UHFFFAOYSA-N,266.15,bradley
OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,OJYGBLRPYBAHRT-IPQSZEQASA-N,460.15,bradley
COc1cc(CCC(C)=O)ccc1O,OJYLAHXKWMRDGS-UHFFFAOYSA-N,314.15,bradley
Nc1cccc(CO)c1,OJZQOQNSUZLSMV-UHFFFAOYSA-N,366.15,bradley
Clc1ccccn1,OKDGRDCXVWSXDC-UHFFFAOYSA-N,227.15,bradley
[O-][n+]1onc2ccccc21,OKEAMBAZBICIFP-UHFFFAOYSA-N,342.15,bradley
O=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,OKISUZLXOYGIFP-UHFFFAOYSA-N,418.15,bradley
C[N+](C)(C)C.[Cl-],OKIZCWYLBDKLSU-UHFFFAOYSA-M,612.87,des
IC(I)I,OKJPEAGHQZHRQV-UHFFFAOYSA-N,394.65,bradley
CO,OKKJLVBELUTLKV-UHFFFAOYSA-N,175.15,bradley
Nc1ncc2ncn(COCCO)c2n1,OKQHSIGMOWQUIK-UHFFFAOYSA-N,462.15,bradley
OCc1cccc(O)c1,OKVJCVWFVRATSG-UHFFFAOYSA-N,345.15,bradley
CCC(C)(C)C(C)C,OKVWYBALHQFVFP-UHFFFAOYSA-N,172.15,bradley
COC1=CC(=O)C=C(OC)C1=O,OLBNOBQOQZRLMP-UHFFFAOYSA-N,526.15,bradley
O=Cc1c[nH]c2ccccc12,OLNJUISKUQQNIM-UHFFFAOYSA-N,470.15,bradley
CC1=CCC(C(C)(C)O)CC1O,OMDMTHRBGUBUCO-UHFFFAOYSA-N,404.15,bradley
CC(C)(C)C(C)(C)C,OMMLUKLXGSRPHK-UHFFFAOYSA-N,374.15,bradley
C=CC(=O)NC(C)(C)CC(C)=O,OMNKZBIFPJNNIO-UHFFFAOYSA-N,328.15,bradley
O=C(O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,OMVRRHJJQILIJX-UHFFFAOYSA-N,438.15,bradley
S=C=Nc1ccc(N=C=S)cc1,OMWQUXGVXQELIX-UHFFFAOYSA-N,404.15,bradley
COc1cc(N)ccc1C,ONADZNBSLRAJFW-UHFFFAOYSA-N,331.15,bradley
CCOC(=O)c1ccc(C(=O)OCC)cc1,ONIHPYYWNBVMID-UHFFFAOYSA-N,318.15,bradley
CCOC(=O)CCCCCCCCC(=O)OCC,ONKUXPIBXRRIDU-UHFFFAOYSA-N,275.15,bradley
O=C(O)c1c(F)cccc1F,ONOTYLMNTZNAQZ-UHFFFAOYSA-N,431.15,bradley
Fc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,ONUFSRWQCKNVSL-UHFFFAOYSA-N,340.15,bradley
COC(=O)c1ccccc1OC(C)=O,ONWPLBKWMAUFGZ-UHFFFAOYSA-N,325.15,bradley
Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,ONXPZLFXDMAPRO-UHFFFAOYSA-N,579.15,bradley
OCC=Cc1ccccc1,OOCCDEMITAIZTP-UHFFFAOYSA-N,303.15,bradley
Cc1c(CN2CCOC(c3ccccc3)C2C)c(=O)n(-c2ccccc2)n1C,OOGNFQMTGRZRAB-UHFFFAOYSA-N,422.15,bradley
O=S(=O)(Cl)c1ccc2ccccc2c1,OPECTNGATDYLSS-UHFFFAOYSA-N,349.15,bradley
CC(=O)OC1CCC2(C)C(CC(=O)C3C4CCC(=O)C4(C)CCC32)C1,OPILDTWOQIIZJT-UHFFFAOYSA-N,437.15,bradley
CNCCO,OPKOKAMJFNKNAS-UHFFFAOYSA-N,268.65,bradley
Cc1ccccc1NC(=N)Nc1ccccc1C,OPNUROKCUBTKLF-UHFFFAOYSA-N,450.15,bradley
O=C(O)COc1ccccc1Cl,OPQYFNRLWBWCST-UHFFFAOYSA-N,423.15,bradley
Cc1ccc(C(=O)O)cc1C,OPVAJFQBSDUNQA-UHFFFAOYSA-N,439.15,bradley
O=[N+]([O-])c1cccc2cccnc12,OQHHSGRZCKGLCY-UHFFFAOYSA-N,361.15,bradley
N#CCc1cccc2ccccc12,OQRMWUNUKVUHQO-UHFFFAOYSA-N,307.15,bradley
COc1ccc2c(c1OC)C(=O)OC2,ORFFGRQMMWVHIB-UHFFFAOYSA-N,374.15,bradley
O=c1ccc2ccc(O)cc2o1,ORHBXUUXSCNDEV-UHFFFAOYSA-N,503.15,bradley
Cc1ccnc(N)c1,ORLGLBZRQYOWNA-UHFFFAOYSA-N,372.15,bradley
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,OROGSEYTTFOCAN-DNJOTXNNSA-N,428.15,bradley
O=[N+]([O-])c1ccc(O)c(F)c1,ORPHLVJBJOCHBR-UHFFFAOYSA-N,392.15,bradley
O=[N+]([O-])c1ccccc1Br,ORPVVAKYSXQCJI-UHFFFAOYSA-N,315.15,bradley
CCCCCCCCCCCCCCCCS,ORTRWBYBJVGVQC-UHFFFAOYSA-N,294.15,bradley
OCC=CCO,ORTVZLZNOYNASJ-UHFFFAOYSA-N,280.15,bradley
